code,plot,habitat,site,treatment,spec,species,genus,family,group,height,fweight,dweight,leafa,LDMC,SLA
473,D5SF,meadow,5,snowfence,Eupfri,Euphrasia frigida,Euphrasia,Orobanchaceae,F,9.8,0.0507,0.011,2.313,0.21696252465483232,210.2727272727273
474,D5SF,meadow,5,snowfence,Eupfri,Euphrasia frigida,Euphrasia,Orobanchaceae,F,9.3,0.0937,0.0224,4,0.2390608324439701,178.57142857142858
475,D5SF,meadow,5,snowfence,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,4.2,0.0261,0.0086,1.662,0.32950191570881227,193.25581395348837
476,D5SF,meadow,5,snowfence,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,6.1,0.0185,0.0056,0.943,0.3027027027027027,168.39285714285714
477,D5SF,meadow,5,snowfence,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,4.6,0.0167,0.0078,0.694,0.46706586826347307,88.97435897435898
478,D5SF,meadow,5,snowfence,Pyrsp,NA,NA,NA,NA,2.9,0.1732,0.0488,8.981,0.2817551963048499,184.03688524590163
479,D5SF,meadow,5,snowfence,Pyrsp,NA,NA,NA,NA,2.7,0.1944,0.0669,8.705,0.34413580246913583,130.11958146487294
480,D5SF,meadow,5,snowfence,Pyrsp,NA,NA,NA,NA,2,0.2242,0.0722,10.172,0.3220338983050847,140.8864265927978
481,D5SF,meadow,5,snowfence,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,2.2,0.0626,0.013,1.484,0.20766773162939295,114.15384615384616
482,D5SF,meadow,5,snowfence,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,2,0.0534,0.01,2.031,0.18726591760299624,203.10000000000002
483,D5SF,meadow,5,snowfence,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,1.7,0.0357,0.0067,1.029,0.1876750700280112,153.58208955223878
484,D5SF,meadow,5,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,7.5,0.0673,0.0283,2.726,0.42050520059435365,96.32508833922262
485,D5SF,meadow,5,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,10.3,0.2146,0.0848,9.675,0.39515377446411926,114.09198113207547
486,D5SF,meadow,5,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,12.8,0.149,0.0576,5.042,0.3865771812080537,87.53472222222221
487,D5C,meadow,5,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,5,0.079,0.0309,2.165,0.3911392405063291,70.06472491909385
488,D5C,meadow,5,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,5.1,0.078,0.0293,2.989,0.37564102564102564,102.0136518771331
489,D5C,meadow,5,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,4.7,0.0423,0.0177,1.22,0.4184397163120568,68.92655367231639
490,D5C,meadow,5,control,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,5.8,0.122,0.0262,7.221,0.21475409836065576,275.6106870229008
491,D5C,meadow,5,control,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,7.1,0.077,0.0201,3.632,0.261038961038961,180.69651741293532
492,D5C,meadow,5,control,Astalp,Astragalus alpinus,Astragalus,Fabaceae,F,5.6,0.1808,0.0367,8.908,0.20298672566371684,242.72479564032693
493,D5C,meadow,5,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,5.5,0.3192,0.1247,12.193,0.39066416040100255,97.77866880513231
494,D5C,meadow,5,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,3.6,0.1549,0.0516,6.932,0.33311814073595863,134.34108527131784
495,D5C,meadow,5,control,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,5.1,0.2129,0.0858,8.787,0.40300610615312354,102.41258741258743
496,D5C,meadow,5,control,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,10.5,0.1881,0.0619,6.236,0.32908027644869753,100.74313408723748
497,D5C,meadow,5,control,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,9.1,0.1102,0.0362,3.761,0.32849364791288566,103.89502762430939
498,D5C,meadow,5,control,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,5.6,0.0753,0.0238,3.028,0.3160690571049137,127.22689075630251
499,D5C,meadow,5,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,8,0.2945,0.076,8.187,0.25806451612903225,107.72368421052632
500,D5C,meadow,5,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,8.3,0.3556,0.0863,9.74,0.24268841394825647,112.86210892236384
501,D5C,meadow,5,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,8.6,0.3078,0.0745,9.338,0.242040285899935,125.34228187919463
502,D5C,meadow,5,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,7.1,0.1177,0.0381,7.597,0.32370433305012747,199.39632545931758
503,D5C,meadow,5,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,11.8,0.212,0.0777,13.255,0.3665094339622642,170.5920205920206
504,D5C,meadow,5,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,5.2,0.0792,0.0258,4.581,0.32575757575757575,177.55813953488374
505,D5C,meadow,5,control,Carcap,Carex capillaris,Carex,Cyperaceae,G,2.7,0.0625,0.0203,3.684,0.3248,181.4778325123153
506,D5C,meadow,5,control,Carcap,Carex capillaris,Carex,Cyperaceae,G,4,0.0984,0.0334,5.774,0.3394308943089431,172.87425149700599
507,D5C,meadow,5,control,Carcap,Carex capillaris,Carex,Cyperaceae,G,3.6,0.0627,0.0219,3.518,0.34928229665071764,160.63926940639269
508,D5C,meadow,5,control,Salret,Salix reticulata,Salix,Salicaceae,dS,4,0.2982,0.1098,10.093,0.36820925553319916,91.9216757741348
509,D5C,meadow,5,control,Salret,Salix reticulata,Salix,Salicaceae,dS,1.5,0.2482,0.0935,7.636,0.3767123287671233,81.66844919786097
510,D5C,meadow,5,control,Salret,Salix reticulata,Salix,Salicaceae,dS,3.3,0.1504,0.0506,4.968,0.33643617021276595,98.18181818181819
511,D5C,meadow,5,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,5.8,0.1716,0.0459,5.587,0.2674825174825175,121.72113289760347
512,D5C,meadow,5,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,9.6,0.3056,0.0816,8.474,0.2670157068062828,103.84803921568627
513,D5C,meadow,5,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,6.2,0.1568,0.04,4.275,0.25510204081632654,106.875
514,D5C,meadow,5,control,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,2.6,0.0268,0.0082,1.226,0.30597014925373134,149.5121951219512
515,D5C,meadow,5,control,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,4.8,0.0273,0.0094,1.352,0.3443223443223443,143.82978723404256
516,D5C,meadow,5,control,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,4.9,0.0283,0.0097,1.247,0.3427561837455831,128.55670103092785
517,D5C,meadow,5,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,3.1,0.0436,0.0172,0.994,0.3944954128440367,57.7906976744186
518,D5C,meadow,5,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,2.1,0.0742,0.0229,2.221,0.3086253369272237,96.98689956331879
519,D5C,meadow,5,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,0.8,0.0759,0.0286,2.445,0.37681159420289856,85.48951048951048
520,D5C,meadow,5,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,58,0.5495,0.2318,20.757,0.4218380345768881,89.54702329594478
521,D5C,meadow,5,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,55,0.3511,0.148,14.613,0.4215323269723725,98.73648648648648
522,D5C,meadow,5,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,49,0.5857,0.2314,22.117,0.3950828068977292,95.57908383751081
523,D5C,meadow,5,control,Saualp,Saussurea alpina,Saussurea,Asteraceae,F,9.9,1.1107,0.2325,32.959,0.20932745115692808,141.75913978494626
524,D5C,meadow,5,control,Saualp,Saussurea alpina,Saussurea,Asteraceae,F,6.8,0.4591,0.0896,15.154,0.19516445218906556,169.12946428571428
525,D5C,meadow,5,control,Saualp,Saussurea alpina,Saussurea,Asteraceae,F,8.1,0.8204,0.1749,22.748,0.21318868844466113,130.06289308176102
526,D5C,meadow,5,control,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,1.6,0.064,0.0142,1.476,0.22187500000000002,103.94366197183098
527,D5C,meadow,5,control,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,0.7,0.0594,0.0097,1.318,0.1632996632996633,135.87628865979383
528,D5C,meadow,5,control,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,1.1,0.081,0.0157,1.757,0.19382716049382714,111.91082802547771
529,D5C,meadow,5,control,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,5.1,0.096,0.0301,4.675,0.31354166666666666,155.3156146179402
530,D5C,meadow,5,control,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,5.4,0.1026,0.0364,4.177,0.354775828460039,114.75274725274724
531,D5C,meadow,5,control,Thaalp,Thalictrum alpinum,Thalictrum,Ranunculaceae,F,4.3,0.0731,0.024,3.601,0.3283173734610123,150.04166666666666
532,D5C,meadow,5,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,13.2,0.1951,0.0773,5.89,0.3962070732957457,76.19663648124191
533,D5C,meadow,5,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,12.4,0.1409,0.0564,4.28,0.40028388928317954,75.88652482269504
534,D5C,meadow,5,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,9.4,0.1814,0.0762,5.37,0.42006615214994486,70.47244094488188
535,D2SF,meadow,2,snowfence,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,3,0.0638,0.0261,1.883,0.40909090909090917,72.1455938697318
536,D2SF,meadow,2,snowfence,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,2.1,0.0574,0.024,1.494,0.4181184668989547,62.25
537,D2SF,meadow,2,snowfence,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,3.3,0.0672,0.0247,2.285,0.36755952380952384,92.51012145748989
538,D2SF,meadow,2,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,2.2,0.0687,0.0255,2.937,0.37117903930131,115.17647058823529
539,D2SF,meadow,2,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,2.3,0.0501,0.0212,2.624,0.4231536926147705,123.77358490566039
540,D2SF,meadow,2,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,3.6,0.0819,0.0369,3.907,0.45054945054945056,105.88075880758807
541,D2SF,meadow,2,snowfence,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,7.6,0.0825,0.0252,3.775,0.3054545454545454,149.8015873015873
542,D2SF,meadow,2,snowfence,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,6.4,0.1195,0.039,4.697,0.3263598326359833,120.43589743589743
543,D2SF,meadow,2,snowfence,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,6.8,0.121,0.0407,4.65,0.33636363636363636,114.25061425061426
544,D2SF,meadow,2,snowfence,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,4.2,0.2089,0.0546,6.323,0.2613690761129727,115.8058608058608
545,D2SF,meadow,2,snowfence,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,5.9,0.1607,0.0368,5.274,0.22899813316739265,143.31521739130434
546,D2SF,meadow,2,snowfence,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,3.4,0.0377,0.0109,1.271,0.2891246684350133,116.60550458715595
547,D2SF,meadow,2,snowfence,Carbig,Carex bigelowii,Carex,Cyperaceae,G,6.5,0.1188,0.0457,7.347,0.3846801346801347,160.76586433260397
548,D2SF,meadow,2,snowfence,Carbig,Carex bigelowii,Carex,Cyperaceae,G,5.4,0.0767,0.0276,5.029,0.3598435462842242,182.21014492753622
549,D2SF,meadow,2,snowfence,Carbig,Carex bigelowii,Carex,Cyperaceae,G,5,0.0951,0.0392,4.639,0.41219768664563616,118.34183673469389
550,D2SF,meadow,2,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,0.4,0.2165,0.0189,5.311,0.08729792147806005,281.005291005291
551,D2SF,meadow,2,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,0.3,0.1587,0.011,3.551,0.06931316950220541,322.81818181818187
552,D2SF,meadow,2,snowfence,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,0.6,0.0798,0.0057,2.005,0.07142857142857144,351.7543859649123
553,D2SF,meadow,2,snowfence,Carcap,Carex capillaris,Carex,Cyperaceae,G,4.5,0.1065,0.0367,7.308,0.34460093896713617,199.12806539509535
554,D2SF,meadow,2,snowfence,Carcap,Carex capillaris,Carex,Cyperaceae,G,2.2,0.0511,0.0151,2.724,0.2954990215264188,180.3973509933775
555,D2SF,meadow,2,snowfence,Carcap,Carex capillaris,Carex,Cyperaceae,G,3.3,0.0482,0.0161,2.629,0.33402489626556015,163.29192546583852
556,D2SF,meadow,2,snowfence,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,2.6,0.0789,0.0343,2.809,0.4347275031685678,81.89504373177844
557,D2SF,meadow,2,snowfence,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,1.3,0.0335,0.0144,1.249,0.42985074626865666,86.73611111111111
558,D2SF,meadow,2,snowfence,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,2.4,0.0296,0.0108,1.229,0.36486486486486486,113.7962962962963
559,D2SF,meadow,2,snowfence,Salarb,Salix arbuscula,Salix,Salicaceae,dS,12.5,0.2679,0.1224,8.587,0.4568868980963045,70.15522875816994
560,D2SF,meadow,2,snowfence,Salarb,Salix arbuscula,Salix,Salicaceae,dS,8.7,0.2031,0.0793,6.945,0.3904480551452486,87.57881462799496
561,D2SF,meadow,2,snowfence,Salarb,Salix arbuscula,Salix,Salicaceae,dS,9.8,0.1465,0.0637,4.81,0.43481228668941985,75.51020408163264
562,D2SF,meadow,2,snowfence,Cardio,Carex dioica,Carex,Cyperaceae,G,5.8,0.057,0.0216,2.274,0.37894736842105264,105.27777777777777
563,D2SF,meadow,2,snowfence,Cardio,Carex dioica,Carex,Cyperaceae,G,4.4,0.0309,0.0117,1.188,0.3786407766990291,101.53846153846153
564,D2SF,meadow,2,snowfence,Cardio,Carex dioica,Carex,Cyperaceae,G,5.7,0.0386,0.0148,1.711,0.38341968911917096,115.60810810810811
565,D2SF,meadow,2,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,1.9,0.0679,0.0213,2.464,0.3136966126656848,115.68075117370893
566,D2SF,meadow,2,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,2.6,0.0393,0.0125,1.24,0.31806615776081426,99.19999999999999
567,D2SF,meadow,2,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,1.9,0.0252,0.0093,0.901,0.369047619047619,96.88172043010753
568,D2SF,meadow,2,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,12.9,0.3849,0.1458,9.89,0.3787996882307093,67.8326474622771
569,D2SF,meadow,2,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,9.4,0.2643,0.102,7.227,0.3859250851305335,70.8529411764706
570,D2SF,meadow,2,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,9.8,0.2097,0.0839,5.296,0.4000953743443014,63.1227651966627
571,D2SF,meadow,2,snowfence,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,0.9,0.047,0.01,0.806,0.2127659574468085,80.60000000000001
572,D2SF,meadow,2,snowfence,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,0.9,0.0613,0.0167,1.174,0.2724306688417618,70.2994011976048
573,D2SF,meadow,2,snowfence,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,1.4,0.0558,0.0139,1.1,0.2491039426523297,79.13669064748203
574,D2SF,meadow,2,snowfence,Dryoct,Dryas octopetala,Dryas,Rosaceae,dS,3.8,0.1074,0.0425,4.005,0.39571694599627566,94.23529411764704
575,D2SF,meadow,2,snowfence,Dryoct,Dryas octopetala,Dryas,Rosaceae,dS,4.3,0.0777,0.0316,2.722,0.4066924066924067,86.1392405063291
576,D2SF,meadow,2,snowfence,Dryoct,Dryas octopetala,Dryas,Rosaceae,dS,4.7,0.1732,0.0674,5.717,0.3891454965357968,84.82195845697329
577,D2SF,meadow,2,snowfence,Carvag,Carex vaginatum,Carex,Cyperaceae,G,8.7,0.0506,0.0192,2.897,0.3794466403162055,150.88541666666666
578,D2SF,meadow,2,snowfence,Carvag,Carex vaginatum,Carex,Cyperaceae,G,6.3,0.0311,0.0117,1.62,0.3762057877813505,138.46153846153845
579,D2SF,meadow,2,snowfence,Carvag,Carex vaginatum,Carex,Cyperaceae,G,5.6,0.056,0.0208,3.325,0.3714285714285714,159.85576923076925
580,D2SF,meadow,2,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,2.9,0.0634,0.0267,1.396,0.4211356466876972,52.284644194756545
581,D2SF,meadow,2,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,5.5,0.0671,0.0237,1.346,0.35320417287630396,56.79324894514769
582,D2SF,meadow,2,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,0.7,0.0273,0.0107,0.85,0.3919413919413919,79.4392523364486
583,D2SF,meadow,2,snowfence,Castet,Cassiope tetragona,Cassiope,Ericaceae,eS,5.4,0.0196,0.0085,0.689,0.43367346938775514,81.05882352941175
584,D2C,meadow,2,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,2.8,0.0363,0.0162,1.007,0.4462809917355372,62.160493827160494
585,D2C,meadow,2,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,2.3,0.0257,0.0107,0.743,0.41634241245136183,69.4392523364486
586,D2C,meadow,2,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,3.6,0.0618,0.0272,1.868,0.4401294498381877,68.6764705882353
587,D2C,meadow,2,control,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,4.1,0.0726,0.0258,2.856,0.3553719008264463,110.69767441860465
588,D2C,meadow,2,control,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,4,0.0466,0.0154,2.321,0.33047210300429186,150.71428571428572
589,D2C,meadow,2,control,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,3.1,0.0288,0.0083,1.543,0.2881944444444445,185.9036144578313
590,D2C,meadow,2,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,6.4,0.0884,0.0235,2.876,0.2658371040723982,122.38297872340425
591,D2C,meadow,2,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,6.1,0.0867,0.0239,2.261,0.27566320645905423,94.60251046025104
592,D2C,meadow,2,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,5.3,0.1828,0.0556,5.271,0.3041575492341357,94.8021582733813
593,D2C,meadow,2,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,8,0.1324,0.0489,7.841,0.3693353474320242,160.3476482617587
594,D2C,meadow,2,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,14.6,0.2866,0.1062,12.814,0.37055129099790646,120.65913370998116
595,D2C,meadow,2,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,6.2,0.1114,0.0407,6.233,0.3653500897666068,153.14496314496313
596,D2C,meadow,2,control,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,0.4,0.0951,0.0071,2.325,0.07465825446898003,327.46478873239437
597,D2C,meadow,2,control,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,0.4,0.0893,0.0059,2.155,0.06606942889137737,365.2542372881356
598,D2C,meadow,2,control,Pinvul,Pinguicula vulgaris,Pinguicula,Lentibulariaceae,F,0.6,0.0938,0.0068,2.546,0.07249466950959488,374.4117647058823
599,D2C,meadow,2,control,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,1.8,0.0195,0.0077,0.813,0.3948717948717949,105.58441558441558
600,D2C,meadow,2,control,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,3.2,0.0425,0.0161,1.636,0.37882352941176467,101.61490683229813
601,D2C,meadow,2,control,Rholap,Rhododendron lapponicum,Rhododendron,Ericaceae,dS,3.8,0.0673,0.0264,2.437,0.3922734026745914,92.31060606060605
602,D2C,meadow,2,control,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,0.8,0.0412,0.0124,1.407,0.30097087378640774,113.46774193548387
603,D2C,meadow,2,control,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,1.2,0.0264,0.008,0.934,0.30303030303030304,116.75
604,D2C,meadow,2,control,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,0.9,0.0456,0.0143,1.632,0.31359649122807015,114.12587412587412
605,D2C,meadow,2,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,13.2,0.1617,0.0642,4.697,0.39703153988868267,73.16199376947041
606,D2C,meadow,2,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,11.9,0.2132,0.0844,5.923,0.39587242026266417,70.17772511848341
607,D2C,meadow,2,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,8.7,0.2331,0.0897,6.777,0.38481338481338484,75.55183946488295
608,D2C,meadow,2,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,18,0.2418,0.101,10.065,0.4177005789909016,99.65346534653465
609,D2C,meadow,2,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,14,0.2626,0.1096,10.705,0.4173648134044174,97.67335766423358
610,D2C,meadow,2,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,13,0.294,0.1239,13.27,0.42142857142857143,107.10250201775625
611,D2C,meadow,2,control,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,2.6,0.013,0.005,0.691,0.38461538461538464,138.2
612,D2C,meadow,2,control,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,4.2,0.0124,0.0046,0.586,0.3709677419354839,127.39130434782608
613,D2C,meadow,2,control,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,3,0.0144,0.0047,0.75,0.3263888888888889,159.5744680851064
614,D2C,meadow,2,control,Dryoct,Dryas octopetala,Dryas,Rosaceae,dS,3.5,0.0544,0.0225,1.881,0.4136029411764706,83.60000000000001
615,D2C,meadow,2,control,Dryoct,Dryas octopetala,Dryas,Rosaceae,dS,3.2,0.0407,0.0161,1.48,0.3955773955773956,91.92546583850931
616,D2C,meadow,2,control,Dryoct,Dryas octopetala,Dryas,Rosaceae,dS,3.9,0.053900000000000003,0.0221,1.924,0.4100185528756957,87.05882352941175
617,D2C,meadow,2,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,3.7,0.08,0.0321,1.893,0.40124999999999994,58.97196261682244
618,D2C,meadow,2,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,4.6,0.0471,0.0163,1.09,0.34607218683651797,66.8711656441718
619,D2C,meadow,2,control,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,3.6,0.1319,0.0496,3.087,0.37604245640636846,62.237903225806456
620,D1SF,meadow,1,snowfence,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,2.6,0.039,0.0164,1.947,0.4205128205128206,118.71951219512195
621,D1SF,meadow,1,snowfence,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,3,0.0482,0.0203,1.285,0.421161825726141,63.30049261083744
622,D1SF,meadow,1,snowfence,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,3.6,0.0528,0.0225,3.047,0.42613636363636365,135.42222222222225
623,D1SF,meadow,1,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,3.8,0.1385,0.054,5.607,0.3898916967509025,103.83333333333334
624,D1SF,meadow,1,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,5.7,0.1631,0.0695,5.859,0.4261189454322502,84.30215827338128
625,D1SF,meadow,1,snowfence,Arcalp,Arctostaphylos alpinus,Arctostaphylos,Ericaceae,dS,3.9,0.2385,0.1037,8.372,0.4348008385744235,80.73288331726133
626,D1SF,meadow,1,snowfence,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,8,0.1007,0.0287,5.379,0.28500496524329694,187.42160278745644
627,D1SF,meadow,1,snowfence,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,7.5,0.1051,0.0377,4.609,0.35870599429115124,122.25464190981432
628,D1SF,meadow,1,snowfence,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,4.9,0.0936,0.0279,4.107,0.2980769230769231,147.20430107526883
629,D1SF,meadow,1,snowfence,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,5.1,0.0992,0.0261,2.498,0.26310483870967744,95.7088122605364
630,D1SF,meadow,1,snowfence,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,4.6,0.1384,0.0307,3.324,0.22182080924855493,108.27361563517914
631,D1SF,meadow,1,snowfence,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,10.3,0.1865,0.0466,5.748,0.24986595174262735,123.34763948497854
632,D1SF,meadow,1,snowfence,Carbig,Carex bigelowii,Carex,Cyperaceae,G,11.4,0.1675,0.0481,6.644,0.28716417910447756,138.12889812889813
633,D1SF,meadow,1,snowfence,Carbig,Carex bigelowii,Carex,Cyperaceae,G,8.8,0.0827,0.0402,5.906,0.48609431680773885,146.91542288557213
634,D1SF,meadow,1,snowfence,Carbig,Carex bigelowii,Carex,Cyperaceae,G,5.5,0.0722,0.0251,4.091,0.3476454293628809,162.98804780876495
635,D1SF,meadow,1,snowfence,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,17.4,0.3615,0.0963,11.987,0.26639004149377593,124.47559709241953
636,D1SF,meadow,1,snowfence,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,13.1,0.344,0.0892,10.141,0.2593023255813954,113.68834080717488
637,D1SF,meadow,1,snowfence,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,13.6,0.425,0.1171,14.709,0.27552941176470586,125.61058923996585
638,D1SF,meadow,1,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,2.8,0.0448,0.0147,1.626,0.328125,110.61224489795919
639,D1SF,meadow,1,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,2.1,0.0683,0.0227,2.999,0.33235724743777456,132.11453744493392
640,D1SF,meadow,1,snowfence,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,1.8,0.0536,0.0186,2.089,0.3470149253731343,112.31182795698925
641,D1SF,meadow,1,snowfence,Sallap,Salix lapponum,Salix,Salicaceae,dS,25,0.3066,0.1141,11.869,0.3721461187214612,104.022787028922
642,D1SF,meadow,1,snowfence,Sallap,Salix lapponum,Salix,Salicaceae,dS,33.5,0.5455,0.2234,18.39,0.40953253895508707,82.3187108325873
643,D1SF,meadow,1,snowfence,Sallap,Salix lapponum,Salix,Salicaceae,dS,11.2,0.2563,0.0901,9.649,0.351541162699961,107.09211986681464
